driver_id,zigbee2mqtt_query,blakadder_query,homey_forum_query,github_query
"tuya_zigbee/other/aqara_chime-885_siren","site:zigbee2mqtt.io \"Tuya aqara_chime-885_siren tuya_zigbee/other/aqara_chime-885_siren\"","site:blakadder.com/zigbee \"Tuya aqara_chime-885_siren tuya_zigbee/other/aqara_chime-885_siren\"","site:community.homey.app \"Tuya aqara_chime-885_siren tuya_zigbee/other/aqara_chime-885_siren\"","site:github.com zigbee \"Tuya aqara_chime-885_siren tuya_zigbee/other/aqara_chime-885_siren\""
"tuya_zigbee/other/aqara_generic","site:zigbee2mqtt.io \"Tuya aqara_generic tuya_zigbee/other/aqara_generic\"","site:blakadder.com/zigbee \"Tuya aqara_generic tuya_zigbee/other/aqara_generic\"","site:community.homey.app \"Tuya aqara_generic tuya_zigbee/other/aqara_generic\"","site:github.com zigbee \"Tuya aqara_generic tuya_zigbee/other/aqara_generic\""
"tuya_zigbee/other/aqara_generic/aqara-blind-772","site:zigbee2mqtt.io \"aqara aqara-blind-772 aqara blind tuya_zigbee/other/aqara_generic/aqara-blind-772\"","site:blakadder.com/zigbee \"aqara aqara-blind-772 aqara blind tuya_zigbee/other/aqara_generic/aqara-blind-772\"","site:community.homey.app \"aqara aqara-blind-772 aqara blind tuya_zigbee/other/aqara_generic/aqara-blind-772\"","site:github.com zigbee \"aqara aqara-blind-772 aqara blind tuya_zigbee/other/aqara_generic/aqara-blind-772\""
"tuya_zigbee/other/aqara_generic/aqara-blind-824","site:zigbee2mqtt.io \"aqara aqara-blind-824 aqara blind tuya_zigbee/other/aqara_generic/aqara-blind-824\"","site:blakadder.com/zigbee \"aqara aqara-blind-824 aqara blind tuya_zigbee/other/aqara_generic/aqara-blind-824\"","site:community.homey.app \"aqara aqara-blind-824 aqara blind tuya_zigbee/other/aqara_generic/aqara-blind-824\"","site:github.com zigbee \"aqara aqara-blind-824 aqara blind tuya_zigbee/other/aqara_generic/aqara-blind-824\""
"tuya_zigbee/other/aqara_generic/aqara-curtain-550","site:zigbee2mqtt.io \"aqara aqara-curtain-550 aqara curtain tuya_zigbee/other/aqara_generic/aqara-curtain-550\"","site:blakadder.com/zigbee \"aqara aqara-curtain-550 aqara curtain tuya_zigbee/other/aqara_generic/aqara-curtain-550\"","site:community.homey.app \"aqara aqara-curtain-550 aqara curtain tuya_zigbee/other/aqara_generic/aqara-curtain-550\"","site:github.com zigbee \"aqara aqara-curtain-550 aqara curtain tuya_zigbee/other/aqara_generic/aqara-curtain-550\""
"tuya_zigbee/other/aqara_generic/aqara-curtain-838","site:zigbee2mqtt.io \"aqara aqara-curtain-838 aqara curtain tuya_zigbee/other/aqara_generic/aqara-curtain-838\"","site:blakadder.com/zigbee \"aqara aqara-curtain-838 aqara curtain tuya_zigbee/other/aqara_generic/aqara-curtain-838\"","site:community.homey.app \"aqara aqara-curtain-838 aqara curtain tuya_zigbee/other/aqara_generic/aqara-curtain-838\"","site:github.com zigbee \"aqara aqara-curtain-838 aqara curtain tuya_zigbee/other/aqara_generic/aqara-curtain-838\""
"tuya_zigbee/other/aqara_generic/aqara-garage-374","site:zigbee2mqtt.io \"aqara aqara-garage-374 aqara garage tuya_zigbee/other/aqara_generic/aqara-garage-374\"","site:blakadder.com/zigbee \"aqara aqara-garage-374 aqara garage tuya_zigbee/other/aqara_generic/aqara-garage-374\"","site:community.homey.app \"aqara aqara-garage-374 aqara garage tuya_zigbee/other/aqara_generic/aqara-garage-374\"","site:github.com zigbee \"aqara aqara-garage-374 aqara garage tuya_zigbee/other/aqara_generic/aqara-garage-374\""
"tuya_zigbee/other/aqara_generic/aqara-garage-478","site:zigbee2mqtt.io \"aqara aqara-garage-478 aqara garage tuya_zigbee/other/aqara_generic/aqara-garage-478\"","site:blakadder.com/zigbee \"aqara aqara-garage-478 aqara garage tuya_zigbee/other/aqara_generic/aqara-garage-478\"","site:community.homey.app \"aqara aqara-garage-478 aqara garage tuya_zigbee/other/aqara_generic/aqara-garage-478\"","site:github.com zigbee \"aqara aqara-garage-478 aqara garage tuya_zigbee/other/aqara_generic/aqara-garage-478\""
"tuya_zigbee/other/aqara_generic/aqara-shade-24","site:zigbee2mqtt.io \"aqara aqara-shade-24 aqara shade tuya_zigbee/other/aqara_generic/aqara-shade-24\"","site:blakadder.com/zigbee \"aqara aqara-shade-24 aqara shade tuya_zigbee/other/aqara_generic/aqara-shade-24\"","site:community.homey.app \"aqara aqara-shade-24 aqara shade tuya_zigbee/other/aqara_generic/aqara-shade-24\"","site:github.com zigbee \"aqara aqara-shade-24 aqara shade tuya_zigbee/other/aqara_generic/aqara-shade-24\""
"tuya_zigbee/other/aqara_generic/aqara-shade-549","site:zigbee2mqtt.io \"aqara aqara-shade-549 aqara shade tuya_zigbee/other/aqara_generic/aqara-shade-549\"","site:blakadder.com/zigbee \"aqara aqara-shade-549 aqara shade tuya_zigbee/other/aqara_generic/aqara-shade-549\"","site:community.homey.app \"aqara aqara-shade-549 aqara shade tuya_zigbee/other/aqara_generic/aqara-shade-549\"","site:github.com zigbee \"aqara aqara-shade-549 aqara shade tuya_zigbee/other/aqara_generic/aqara-shade-549\""
"tuya_zigbee/other/aqara_standard","site:zigbee2mqtt.io \"Tuya aqara_standard tuya_zigbee/other/aqara_standard\"","site:blakadder.com/zigbee \"Tuya aqara_standard tuya_zigbee/other/aqara_standard\"","site:community.homey.app \"Tuya aqara_standard tuya_zigbee/other/aqara_standard\"","site:github.com zigbee \"Tuya aqara_standard tuya_zigbee/other/aqara_standard\""
"tuya_zigbee/other/aqara_switch-457","site:zigbee2mqtt.io \"Tuya aqara_switch-457 tuya_zigbee/other/aqara_switch-457\"","site:blakadder.com/zigbee \"Tuya aqara_switch-457 tuya_zigbee/other/aqara_switch-457\"","site:community.homey.app \"Tuya aqara_switch-457 tuya_zigbee/other/aqara_switch-457\"","site:github.com zigbee \"Tuya aqara_switch-457 tuya_zigbee/other/aqara_switch-457\""
"tuya_zigbee/other/aqara_switch-883","site:zigbee2mqtt.io \"Tuya aqara_switch-883 tuya_zigbee/other/aqara_switch-883\"","site:blakadder.com/zigbee \"Tuya aqara_switch-883 tuya_zigbee/other/aqara_switch-883\"","site:community.homey.app \"Tuya aqara_switch-883 tuya_zigbee/other/aqara_switch-883\"","site:github.com zigbee \"Tuya aqara_switch-883 tuya_zigbee/other/aqara_switch-883\""
"tuya_zigbee/other/assets","site:zigbee2mqtt.io \"Assets tuya_zigbee/other/assets\"","site:blakadder.com/zigbee \"Assets tuya_zigbee/other/assets\"","site:community.homey.app \"Assets tuya_zigbee/other/assets\"","site:github.com zigbee \"Assets tuya_zigbee/other/assets\""
"tuya_zigbee/other/generic_device_generic_device","site:zigbee2mqtt.io \"Tuya generic_device_generic_device tuya_zigbee/other/generic_device_generic_device\"","site:blakadder.com/zigbee \"Tuya generic_device_generic_device tuya_zigbee/other/generic_device_generic_device\"","site:community.homey.app \"Tuya generic_device_generic_device tuya_zigbee/other/generic_device_generic_device\"","site:github.com zigbee \"Tuya generic_device_generic_device tuya_zigbee/other/generic_device_generic_device\""
"tuya_zigbee/other/generic_zigbee_light","site:zigbee2mqtt.io \"Tuya generic_zigbee_light tuya_zigbee/other/generic_zigbee_light\"","site:blakadder.com/zigbee \"Tuya generic_zigbee_light tuya_zigbee/other/generic_zigbee_light\"","site:community.homey.app \"Tuya generic_zigbee_light tuya_zigbee/other/generic_zigbee_light\"","site:github.com zigbee \"Tuya generic_zigbee_light tuya_zigbee/other/generic_zigbee_light\""
"tuya_zigbee/other/generic_zigbee_sensor","site:zigbee2mqtt.io \"Tuya generic_zigbee_sensor tuya_zigbee/other/generic_zigbee_sensor\"","site:blakadder.com/zigbee \"Tuya generic_zigbee_sensor tuya_zigbee/other/generic_zigbee_sensor\"","site:community.homey.app \"Tuya generic_zigbee_sensor tuya_zigbee/other/generic_zigbee_sensor\"","site:github.com zigbee \"Tuya generic_zigbee_sensor tuya_zigbee/other/generic_zigbee_sensor\""
"tuya_zigbee/other/generic_zigbee_switch","site:zigbee2mqtt.io \"Tuya generic_zigbee_switch tuya_zigbee/other/generic_zigbee_switch\"","site:blakadder.com/zigbee \"Tuya generic_zigbee_switch tuya_zigbee/other/generic_zigbee_switch\"","site:community.homey.app \"Tuya generic_zigbee_switch tuya_zigbee/other/generic_zigbee_switch\"","site:github.com zigbee \"Tuya generic_zigbee_switch tuya_zigbee/other/generic_zigbee_switch\""
"tuya_zigbee/other/ikea","site:zigbee2mqtt.io \"Tuya ikea tuya_zigbee/other/ikea\"","site:blakadder.com/zigbee \"Tuya ikea tuya_zigbee/other/ikea\"","site:community.homey.app \"Tuya ikea tuya_zigbee/other/ikea\"","site:github.com zigbee \"Tuya ikea tuya_zigbee/other/ikea\""
"tuya_zigbee/other/ikea_alarm-641","site:zigbee2mqtt.io \"Tuya ikea_alarm-641 tuya_zigbee/other/ikea_alarm-641\"","site:blakadder.com/zigbee \"Tuya ikea_alarm-641 tuya_zigbee/other/ikea_alarm-641\"","site:community.homey.app \"Tuya ikea_alarm-641 tuya_zigbee/other/ikea_alarm-641\"","site:github.com zigbee \"Tuya ikea_alarm-641 tuya_zigbee/other/ikea_alarm-641\""
"tuya_zigbee/other/ikea_alarm-641_siren","site:zigbee2mqtt.io \"Tuya ikea_alarm-641_siren tuya_zigbee/other/ikea_alarm-641_siren\"","site:blakadder.com/zigbee \"Tuya ikea_alarm-641_siren tuya_zigbee/other/ikea_alarm-641_siren\"","site:community.homey.app \"Tuya ikea_alarm-641_siren tuya_zigbee/other/ikea_alarm-641_siren\"","site:github.com zigbee \"Tuya ikea_alarm-641_siren tuya_zigbee/other/ikea_alarm-641_siren\""
"tuya_zigbee/other/ikea_alarm-707","site:zigbee2mqtt.io \"Tuya ikea_alarm-707 tuya_zigbee/other/ikea_alarm-707\"","site:blakadder.com/zigbee \"Tuya ikea_alarm-707 tuya_zigbee/other/ikea_alarm-707\"","site:community.homey.app \"Tuya ikea_alarm-707 tuya_zigbee/other/ikea_alarm-707\"","site:github.com zigbee \"Tuya ikea_alarm-707 tuya_zigbee/other/ikea_alarm-707\""
"tuya_zigbee/other/ikea_alarm-707_siren","site:zigbee2mqtt.io \"Tuya ikea_alarm-707_siren tuya_zigbee/other/ikea_alarm-707_siren\"","site:blakadder.com/zigbee \"Tuya ikea_alarm-707_siren tuya_zigbee/other/ikea_alarm-707_siren\"","site:community.homey.app \"Tuya ikea_alarm-707_siren tuya_zigbee/other/ikea_alarm-707_siren\"","site:github.com zigbee \"Tuya ikea_alarm-707_siren tuya_zigbee/other/ikea_alarm-707_siren\""
"tuya_zigbee/other/ikea_buzzer-232","site:zigbee2mqtt.io \"Tuya ikea_buzzer-232 tuya_zigbee/other/ikea_buzzer-232\"","site:blakadder.com/zigbee \"Tuya ikea_buzzer-232 tuya_zigbee/other/ikea_buzzer-232\"","site:community.homey.app \"Tuya ikea_buzzer-232 tuya_zigbee/other/ikea_buzzer-232\"","site:github.com zigbee \"Tuya ikea_buzzer-232 tuya_zigbee/other/ikea_buzzer-232\""
"tuya_zigbee/other/ikea_buzzer-232_siren","site:zigbee2mqtt.io \"Tuya ikea_buzzer-232_siren tuya_zigbee/other/ikea_buzzer-232_siren\"","site:blakadder.com/zigbee \"Tuya ikea_buzzer-232_siren tuya_zigbee/other/ikea_buzzer-232_siren\"","site:community.homey.app \"Tuya ikea_buzzer-232_siren tuya_zigbee/other/ikea_buzzer-232_siren\"","site:github.com zigbee \"Tuya ikea_buzzer-232_siren tuya_zigbee/other/ikea_buzzer-232_siren\""
"tuya_zigbee/other/ikea_buzzer-255","site:zigbee2mqtt.io \"Tuya ikea_buzzer-255 tuya_zigbee/other/ikea_buzzer-255\"","site:blakadder.com/zigbee \"Tuya ikea_buzzer-255 tuya_zigbee/other/ikea_buzzer-255\"","site:community.homey.app \"Tuya ikea_buzzer-255 tuya_zigbee/other/ikea_buzzer-255\"","site:github.com zigbee \"Tuya ikea_buzzer-255 tuya_zigbee/other/ikea_buzzer-255\""
"tuya_zigbee/other/ikea_buzzer-255_siren","site:zigbee2mqtt.io \"Tuya ikea_buzzer-255_siren tuya_zigbee/other/ikea_buzzer-255_siren\"","site:blakadder.com/zigbee \"Tuya ikea_buzzer-255_siren tuya_zigbee/other/ikea_buzzer-255_siren\"","site:community.homey.app \"Tuya ikea_buzzer-255_siren tuya_zigbee/other/ikea_buzzer-255_siren\"","site:github.com zigbee \"Tuya ikea_buzzer-255_siren tuya_zigbee/other/ikea_buzzer-255_siren\""
"tuya_zigbee/other/ikea_chime-608","site:zigbee2mqtt.io \"Tuya ikea_chime-608 tuya_zigbee/other/ikea_chime-608\"","site:blakadder.com/zigbee \"Tuya ikea_chime-608 tuya_zigbee/other/ikea_chime-608\"","site:community.homey.app \"Tuya ikea_chime-608 tuya_zigbee/other/ikea_chime-608\"","site:github.com zigbee \"Tuya ikea_chime-608 tuya_zigbee/other/ikea_chime-608\""
"tuya_zigbee/other/ikea_chime-608_siren","site:zigbee2mqtt.io \"Tuya ikea_chime-608_siren tuya_zigbee/other/ikea_chime-608_siren\"","site:blakadder.com/zigbee \"Tuya ikea_chime-608_siren tuya_zigbee/other/ikea_chime-608_siren\"","site:community.homey.app \"Tuya ikea_chime-608_siren tuya_zigbee/other/ikea_chime-608_siren\"","site:github.com zigbee \"Tuya ikea_chime-608_siren tuya_zigbee/other/ikea_chime-608_siren\""
"tuya_zigbee/other/ikea_chime-70","site:zigbee2mqtt.io \"Tuya ikea_chime-70 tuya_zigbee/other/ikea_chime-70\"","site:blakadder.com/zigbee \"Tuya ikea_chime-70 tuya_zigbee/other/ikea_chime-70\"","site:community.homey.app \"Tuya ikea_chime-70 tuya_zigbee/other/ikea_chime-70\"","site:github.com zigbee \"Tuya ikea_chime-70 tuya_zigbee/other/ikea_chime-70\""
"tuya_zigbee/other/ikea_chime-70_siren","site:zigbee2mqtt.io \"Tuya ikea_chime-70_siren tuya_zigbee/other/ikea_chime-70_siren\"","site:blakadder.com/zigbee \"Tuya ikea_chime-70_siren tuya_zigbee/other/ikea_chime-70_siren\"","site:community.homey.app \"Tuya ikea_chime-70_siren tuya_zigbee/other/ikea_chime-70_siren\"","site:github.com zigbee \"Tuya ikea_chime-70_siren tuya_zigbee/other/ikea_chime-70_siren\""
"tuya_zigbee/other/ikea_generic","site:zigbee2mqtt.io \"Tuya ikea_generic tuya_zigbee/other/ikea_generic\"","site:blakadder.com/zigbee \"Tuya ikea_generic tuya_zigbee/other/ikea_generic\"","site:community.homey.app \"Tuya ikea_generic tuya_zigbee/other/ikea_generic\"","site:github.com zigbee \"Tuya ikea_generic tuya_zigbee/other/ikea_generic\""
"tuya_zigbee/other/ikea_generic/ikea-blind-14","site:zigbee2mqtt.io \"ikea ikea-blind-14 ikea blind tuya_zigbee/other/ikea_generic/ikea-blind-14\"","site:blakadder.com/zigbee \"ikea ikea-blind-14 ikea blind tuya_zigbee/other/ikea_generic/ikea-blind-14\"","site:community.homey.app \"ikea ikea-blind-14 ikea blind tuya_zigbee/other/ikea_generic/ikea-blind-14\"","site:github.com zigbee \"ikea ikea-blind-14 ikea blind tuya_zigbee/other/ikea_generic/ikea-blind-14\""
"tuya_zigbee/other/ikea_generic/ikea-blind-515","site:zigbee2mqtt.io \"ikea ikea-blind-515 ikea blind tuya_zigbee/other/ikea_generic/ikea-blind-515\"","site:blakadder.com/zigbee \"ikea ikea-blind-515 ikea blind tuya_zigbee/other/ikea_generic/ikea-blind-515\"","site:community.homey.app \"ikea ikea-blind-515 ikea blind tuya_zigbee/other/ikea_generic/ikea-blind-515\"","site:github.com zigbee \"ikea ikea-blind-515 ikea blind tuya_zigbee/other/ikea_generic/ikea-blind-515\""
"tuya_zigbee/other/ikea_generic/ikea-curtain-339","site:zigbee2mqtt.io \"ikea ikea-curtain-339 ikea curtain tuya_zigbee/other/ikea_generic/ikea-curtain-339\"","site:blakadder.com/zigbee \"ikea ikea-curtain-339 ikea curtain tuya_zigbee/other/ikea_generic/ikea-curtain-339\"","site:community.homey.app \"ikea ikea-curtain-339 ikea curtain tuya_zigbee/other/ikea_generic/ikea-curtain-339\"","site:github.com zigbee \"ikea ikea-curtain-339 ikea curtain tuya_zigbee/other/ikea_generic/ikea-curtain-339\""
"tuya_zigbee/other/ikea_generic/ikea-curtain-431","site:zigbee2mqtt.io \"ikea ikea-curtain-431 ikea curtain tuya_zigbee/other/ikea_generic/ikea-curtain-431\"","site:blakadder.com/zigbee \"ikea ikea-curtain-431 ikea curtain tuya_zigbee/other/ikea_generic/ikea-curtain-431\"","site:community.homey.app \"ikea ikea-curtain-431 ikea curtain tuya_zigbee/other/ikea_generic/ikea-curtain-431\"","site:github.com zigbee \"ikea ikea-curtain-431 ikea curtain tuya_zigbee/other/ikea_generic/ikea-curtain-431\""
"tuya_zigbee/other/ikea_generic/ikea-garage-4","site:zigbee2mqtt.io \"ikea ikea-garage-4 ikea garage tuya_zigbee/other/ikea_generic/ikea-garage-4\"","site:blakadder.com/zigbee \"ikea ikea-garage-4 ikea garage tuya_zigbee/other/ikea_generic/ikea-garage-4\"","site:community.homey.app \"ikea ikea-garage-4 ikea garage tuya_zigbee/other/ikea_generic/ikea-garage-4\"","site:github.com zigbee \"ikea ikea-garage-4 ikea garage tuya_zigbee/other/ikea_generic/ikea-garage-4\""
"tuya_zigbee/other/ikea_generic/ikea-garage-65","site:zigbee2mqtt.io \"ikea ikea-garage-65 ikea garage tuya_zigbee/other/ikea_generic/ikea-garage-65\"","site:blakadder.com/zigbee \"ikea ikea-garage-65 ikea garage tuya_zigbee/other/ikea_generic/ikea-garage-65\"","site:community.homey.app \"ikea ikea-garage-65 ikea garage tuya_zigbee/other/ikea_generic/ikea-garage-65\"","site:github.com zigbee \"ikea ikea-garage-65 ikea garage tuya_zigbee/other/ikea_generic/ikea-garage-65\""
"tuya_zigbee/other/ikea_generic/ikea-shade-756","site:zigbee2mqtt.io \"ikea ikea-shade-756 ikea shade tuya_zigbee/other/ikea_generic/ikea-shade-756\"","site:blakadder.com/zigbee \"ikea ikea-shade-756 ikea shade tuya_zigbee/other/ikea_generic/ikea-shade-756\"","site:community.homey.app \"ikea ikea-shade-756 ikea shade tuya_zigbee/other/ikea_generic/ikea-shade-756\"","site:github.com zigbee \"ikea ikea-shade-756 ikea shade tuya_zigbee/other/ikea_generic/ikea-shade-756\""
"tuya_zigbee/other/ikea_generic/ikea-shade-837","site:zigbee2mqtt.io \"ikea ikea-shade-837 ikea shade tuya_zigbee/other/ikea_generic/ikea-shade-837\"","site:blakadder.com/zigbee \"ikea ikea-shade-837 ikea shade tuya_zigbee/other/ikea_generic/ikea-shade-837\"","site:community.homey.app \"ikea ikea-shade-837 ikea shade tuya_zigbee/other/ikea_generic/ikea-shade-837\"","site:github.com zigbee \"ikea ikea-shade-837 ikea shade tuya_zigbee/other/ikea_generic/ikea-shade-837\""
"tuya_zigbee/other/ikea_standard","site:zigbee2mqtt.io \"Tuya ikea_standard tuya_zigbee/other/ikea_standard\"","site:blakadder.com/zigbee \"Tuya ikea_standard tuya_zigbee/other/ikea_standard\"","site:community.homey.app \"Tuya ikea_standard tuya_zigbee/other/ikea_standard\"","site:github.com zigbee \"Tuya ikea_standard tuya_zigbee/other/ikea_standard\""
"tuya_zigbee/other/ikea_switch-612","site:zigbee2mqtt.io \"Tuya ikea_switch-612 tuya_zigbee/other/ikea_switch-612\"","site:blakadder.com/zigbee \"Tuya ikea_switch-612 tuya_zigbee/other/ikea_switch-612\"","site:community.homey.app \"Tuya ikea_switch-612 tuya_zigbee/other/ikea_switch-612\"","site:github.com zigbee \"Tuya ikea_switch-612 tuya_zigbee/other/ikea_switch-612\""
"tuya_zigbee/other/ikea_switch-783","site:zigbee2mqtt.io \"Tuya ikea_switch-783 tuya_zigbee/other/ikea_switch-783\"","site:blakadder.com/zigbee \"Tuya ikea_switch-783 tuya_zigbee/other/ikea_switch-783\"","site:community.homey.app \"Tuya ikea_switch-783 tuya_zigbee/other/ikea_switch-783\"","site:github.com zigbee \"Tuya ikea_switch-783 tuya_zigbee/other/ikea_switch-783\""
"tuya_zigbee/other/radar-24g_switch","site:zigbee2mqtt.io \"Tuya radar-24g_switch tuya_zigbee/other/radar-24g_switch\"","site:blakadder.com/zigbee \"Tuya radar-24g_switch tuya_zigbee/other/radar-24g_switch\"","site:community.homey.app \"Tuya radar-24g_switch tuya_zigbee/other/radar-24g_switch\"","site:github.com zigbee \"Tuya radar-24g_switch tuya_zigbee/other/radar-24g_switch\""
"tuya_zigbee/other/template_device_template_device","site:zigbee2mqtt.io \"Tuya template_device_template_device tuya_zigbee/other/template_device_template_device\"","site:blakadder.com/zigbee \"Tuya template_device_template_device tuya_zigbee/other/template_device_template_device\"","site:community.homey.app \"Tuya template_device_template_device tuya_zigbee/other/template_device_template_device\"","site:github.com zigbee \"Tuya template_device_template_device tuya_zigbee/other/template_device_template_device\""
"tuya_zigbee/other/template_tuya_dp_sensor","site:zigbee2mqtt.io \"Tuya template_tuya_dp_sensor tuya_zigbee/other/template_tuya_dp_sensor\"","site:blakadder.com/zigbee \"Tuya template_tuya_dp_sensor tuya_zigbee/other/template_tuya_dp_sensor\"","site:community.homey.app \"Tuya template_tuya_dp_sensor tuya_zigbee/other/template_tuya_dp_sensor\"","site:github.com zigbee \"Tuya template_tuya_dp_sensor tuya_zigbee/other/template_tuya_dp_sensor\""
"tuya_zigbee/other/template_tuya_dp_switch","site:zigbee2mqtt.io \"Tuya template_tuya_dp_switch tuya_zigbee/other/template_tuya_dp_switch\"","site:blakadder.com/zigbee \"Tuya template_tuya_dp_switch tuya_zigbee/other/template_tuya_dp_switch\"","site:community.homey.app \"Tuya template_tuya_dp_switch tuya_zigbee/other/template_tuya_dp_switch\"","site:github.com zigbee \"Tuya template_tuya_dp_switch tuya_zigbee/other/template_tuya_dp_switch\""
"tuya_zigbee/other/ts004f","site:zigbee2mqtt.io \"Tuya ts004f tuya_zigbee/other/ts004f\"","site:blakadder.com/zigbee \"Tuya ts004f tuya_zigbee/other/ts004f\"","site:community.homey.app \"Tuya ts004f tuya_zigbee/other/ts004f\"","site:github.com zigbee \"Tuya ts004f tuya_zigbee/other/ts004f\""
"tuya_zigbee/other/ts004f_standard","site:zigbee2mqtt.io \"Tuya ts004f_standard tuya_zigbee/other/ts004f_standard\"","site:blakadder.com/zigbee \"Tuya ts004f_standard tuya_zigbee/other/ts004f_standard\"","site:community.homey.app \"Tuya ts004f_standard tuya_zigbee/other/ts004f_standard\"","site:github.com zigbee \"Tuya ts004f_standard tuya_zigbee/other/ts004f_standard\""
"tuya_zigbee/other/ts0121","site:zigbee2mqtt.io \"Tuya ts0121 tuya_zigbee/other/ts0121\"","site:blakadder.com/zigbee \"Tuya ts0121 tuya_zigbee/other/ts0121\"","site:community.homey.app \"Tuya ts0121 tuya_zigbee/other/ts0121\"","site:github.com zigbee \"Tuya ts0121 tuya_zigbee/other/ts0121\""
"tuya_zigbee/other/ts0121_standard","site:zigbee2mqtt.io \"Tuya ts0121_standard tuya_zigbee/other/ts0121_standard\"","site:blakadder.com/zigbee \"Tuya ts0121_standard tuya_zigbee/other/ts0121_standard\"","site:community.homey.app \"Tuya ts0121_standard tuya_zigbee/other/ts0121_standard\"","site:github.com zigbee \"Tuya ts0121_standard tuya_zigbee/other/ts0121_standard\""
